               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.041513,             0.14771,           0.0053475,             0.61942,             0.62887,             0.62257,             0.26036,            0.048128,             0.12989,            0.013501,            0.008682,            0.008682,            0.008682
                  77,            0.041915,             0.14931,           0.0057187,             0.73578,             0.70149,             0.74842,             0.40785,            0.042936,             0.12131,           0.0066424,           0.0086485,           0.0086485,           0.0086485
                  78,            0.041727,             0.14931,           0.0055697,             0.67668,             0.68661,             0.70201,             0.32734,               0.048,             0.12344,            0.011344,           0.0086146,           0.0086146,           0.0086146
                  79,            0.042418,              0.1469,           0.0054819,             0.66728,             0.73951,             0.73406,             0.35772,            0.043962,              0.1283,           0.0077695,           0.0085805,           0.0085805,           0.0085805
                  80,            0.040761,             0.14773,           0.0055362,             0.74081,             0.75559,             0.79862,             0.42935,            0.040121,             0.11899,           0.0056346,           0.0085459,           0.0085459,           0.0085459
                  81,            0.041665,             0.14167,           0.0054513,             0.68302,             0.71037,             0.74028,             0.31273,            0.049273,             0.12588,           0.0065544,           0.0085111,           0.0085111,           0.0085111
                  82,            0.040755,             0.14534,           0.0052055,             0.68103,              0.6796,             0.71577,             0.30496,            0.048717,             0.12458,           0.0080703,           0.0084759,           0.0084759,           0.0084759
                  83,            0.040809,             0.13909,           0.0051029,              0.6007,             0.71822,             0.66509,             0.35021,            0.042128,             0.13936,            0.010161,           0.0084404,           0.0084404,           0.0084404
                  84,            0.040243,             0.14503,            0.005331,              0.6032,             0.67385,             0.64811,             0.33904,             0.04094,             0.12922,            0.012425,           0.0084046,           0.0084046,           0.0084046
                  85,            0.041432,             0.14531,           0.0050818,             0.63386,             0.67763,             0.67075,               0.297,            0.048202,             0.12966,            0.010275,           0.0083684,           0.0083684,           0.0083684
                  86,            0.041059,              0.1446,           0.0053564,             0.70002,             0.69178,              0.7286,             0.33381,            0.047609,             0.13049,           0.0079888,           0.0083319,           0.0083319,           0.0083319
                  87,            0.040432,             0.14223,            0.005245,             0.72493,             0.68862,             0.74569,             0.39331,            0.043924,             0.12635,           0.0073894,           0.0082952,           0.0082952,           0.0082952
                  88,            0.041391,              0.1463,           0.0053834,             0.59474,             0.62525,             0.63116,             0.22945,            0.055557,               0.129,            0.010347,           0.0082581,           0.0082581,           0.0082581
                  89,            0.040242,              0.1409,            0.005313,             0.67347,             0.73907,             0.74735,             0.36308,            0.044841,              0.1224,           0.0076667,           0.0082207,           0.0082207,           0.0082207
                  90,              0.0399,             0.14144,           0.0051397,             0.61746,             0.72132,             0.72331,             0.40784,            0.039419,             0.12332,             0.01011,            0.008183,            0.008183,            0.008183
                  91,            0.040355,             0.14024,           0.0050827,             0.64586,             0.65379,                0.67,             0.33444,              0.0473,             0.12459,             0.00966,            0.008145,            0.008145,            0.008145
                  92,            0.039901,             0.14319,           0.0051621,             0.65586,             0.70286,             0.69885,             0.30148,            0.051869,             0.12641,            0.008298,           0.0081068,           0.0081068,           0.0081068
                  93,            0.039572,             0.13808,           0.0051894,              0.6816,             0.65576,             0.68442,             0.32015,            0.046177,             0.13096,           0.0085674,           0.0080682,           0.0080682,           0.0080682
                  94,            0.039657,             0.13999,           0.0049604,             0.62699,             0.72359,             0.70417,              0.3756,            0.041587,             0.12799,           0.0091227,           0.0080294,           0.0080294,           0.0080294
                  95,            0.039844,             0.14275,           0.0048941,             0.63454,             0.66096,             0.67575,             0.30145,            0.047177,             0.12671,            0.010562,           0.0079903,           0.0079903,           0.0079903
                  96,            0.038994,              0.1417,           0.0050429,             0.59729,             0.68648,             0.68553,             0.34838,            0.043774,             0.12562,            0.013226,           0.0079509,           0.0079509,           0.0079509
                  97,            0.039405,             0.14204,           0.0049152,             0.56388,             0.67447,             0.59664,             0.29671,            0.043905,             0.13166,            0.013766,           0.0079112,           0.0079112,           0.0079112
                  98,            0.039771,             0.13868,           0.0047988,             0.66774,             0.75558,             0.75457,             0.39651,            0.042396,             0.12273,           0.0068923,           0.0078713,           0.0078713,           0.0078713
                  99,             0.03979,             0.14192,           0.0047978,             0.66398,             0.72847,             0.74565,             0.36892,            0.044792,             0.12287,           0.0090939,           0.0078311,           0.0078311,           0.0078311
                 100,            0.039393,             0.14004,           0.0046312,             0.65535,             0.70049,             0.72067,             0.35019,            0.046047,             0.12803,           0.0095667,           0.0077907,           0.0077907,           0.0077907
                 101,            0.039045,             0.14171,            0.004838,             0.65106,             0.68316,             0.68602,              0.3182,            0.044063,              0.1298,            0.011329,             0.00775,             0.00775,             0.00775
                 102,            0.039474,             0.13952,           0.0048198,             0.60349,             0.69691,             0.68354,             0.34099,            0.042149,             0.12901,            0.011859,           0.0077091,           0.0077091,           0.0077091
                 103,            0.039392,             0.13971,           0.0047323,             0.64204,             0.65465,              0.6752,             0.37029,            0.040621,             0.12514,            0.013221,           0.0076679,           0.0076679,           0.0076679
                 104,            0.038069,             0.13639,           0.0045898,             0.59875,             0.67967,             0.66258,             0.33398,            0.043323,             0.13241,            0.012732,           0.0076265,           0.0076265,           0.0076265
                 105,            0.038292,             0.14006,           0.0049278,             0.65957,               0.693,             0.70434,             0.35497,            0.042561,             0.13096,           0.0094623,           0.0075848,           0.0075848,           0.0075848
                 106,            0.038755,              0.1365,           0.0046868,             0.67438,              0.6686,             0.69654,             0.36863,            0.043133,             0.12464,            0.010127,            0.007543,            0.007543,            0.007543
                 107,            0.038809,             0.14225,           0.0048389,             0.69575,             0.72566,             0.75726,             0.39568,            0.042293,             0.12561,           0.0079077,           0.0075009,           0.0075009,           0.0075009
