               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.036657,             0.13684,           0.0043399,             0.68187,             0.64188,             0.70085,             0.38982,            0.039438,             0.10943,           0.0084477,           0.0063432,           0.0063432,           0.0063432
                  90,             0.03606,             0.13746,            0.004658,             0.61487,             0.64935,             0.65619,             0.36673,            0.036814,              0.1095,            0.010674,           0.0062737,           0.0062737,           0.0062737
                  91,            0.035903,              0.1317,           0.0044964,             0.58963,             0.69593,             0.70726,             0.36688,            0.040019,             0.10618,           0.0072688,            0.006204,            0.006204,            0.006204
                  92,            0.035789,              0.1338,           0.0045217,             0.61453,             0.67219,             0.68427,             0.38698,            0.037659,             0.10645,           0.0079598,           0.0061341,           0.0061341,           0.0061341
                  93,            0.035399,             0.13627,           0.0044887,             0.68221,             0.68507,              0.7402,             0.36041,            0.043789,              0.1078,           0.0055644,            0.006064,            0.006064,            0.006064
                  94,            0.035672,             0.13649,           0.0045752,             0.61817,             0.72122,             0.71938,             0.34127,            0.045256,             0.10878,           0.0071621,           0.0059938,           0.0059938,           0.0059938
                  95,            0.035418,             0.13326,           0.0043659,             0.62516,             0.70508,             0.71776,             0.41875,            0.036436,             0.10803,           0.0081639,           0.0059235,           0.0059235,           0.0059235
                  96,            0.034741,             0.13186,             0.00446,             0.55052,             0.67655,             0.65796,             0.39911,            0.034727,              0.1132,            0.011372,           0.0058531,           0.0058531,           0.0058531
                  97,            0.035243,             0.13088,             0.00435,             0.60322,             0.67205,             0.66786,             0.34139,            0.041263,             0.11747,           0.0096225,           0.0057826,           0.0057826,           0.0057826
                  98,            0.034997,              0.1311,           0.0042288,             0.59192,             0.66952,             0.68242,             0.36013,            0.039871,             0.11499,           0.0089543,            0.005712,            0.005712,            0.005712
                  99,            0.034701,             0.13232,           0.0042197,             0.65159,             0.65221,             0.68624,             0.39145,            0.039121,             0.11612,           0.0096078,           0.0056413,           0.0056413,           0.0056413
                 100,            0.034813,             0.13069,           0.0043833,             0.69729,             0.58042,             0.63758,             0.32637,            0.043687,             0.12176,            0.012034,           0.0055707,           0.0055707,           0.0055707
                 101,            0.035125,             0.13372,           0.0042983,              0.6324,             0.66368,             0.67881,             0.35046,            0.041002,             0.11242,           0.0075168,              0.0055,              0.0055,              0.0055
                 102,            0.035187,               0.133,             0.00407,             0.58493,             0.73682,             0.69997,             0.34087,            0.041204,             0.10958,           0.0079299,           0.0054293,           0.0054293,           0.0054293
                 103,            0.034254,             0.13178,           0.0044573,             0.60322,             0.65214,             0.64414,             0.31094,            0.043629,             0.11679,            0.011182,           0.0053587,           0.0053587,           0.0053587
                 104,            0.034391,             0.12683,           0.0041111,             0.58626,             0.65531,             0.67044,             0.35102,            0.041663,             0.11239,           0.0078405,            0.005288,            0.005288,            0.005288
                 105,            0.034085,             0.12716,           0.0041485,              0.5297,              0.6677,             0.63942,             0.30646,            0.044799,             0.12088,            0.010352,           0.0052174,           0.0052174,           0.0052174
